Sample	isSMA	isCarrier	SMN1_CN	SMN2_CN	SMN*_CN	Total_CN_raw	Full_length_CN_raw	g.27134T>G_CN	population
NA12763	False	False	2	2	0	3.992	4.186	0	EUR
NA12762	False	False	2	2	0	3.85	3.876	0	EUR
HG01516	False	False	2	0	1	2.877	1.93	0	EUR
HG00285	False	False	2	2	0	3.941	4.024	0	EUR
NA12043	False	False	2	2	1	5.101	4.061	0	EUR
HG01519	False	False	2	0	0	2.033	1.967	0	EUR
HG00232	False	False	2	2	0	3.977	4.02	0	EUR
HG01515	False	False	2	3	0	5.059	4.912	0	EUR
HG00334	False	False	2	2	0	3.991	4.041	0	EUR
NA12776	False	False	2	2	0	3.897	3.915	0	EUR
HG00379	False	False	2	1	0	2.974	2.968	0	EUR
NA12287	False	False	2	2	0	3.99	3.991	0	EUR
HG01518	False	False	2	1	0	2.908	2.831	0	EUR
HG00341	False	False	2	2	0	3.937	4.104	0	EUR
HG00255	False	False	3	0	1	3.962	3.146	0	EUR
NA12828	False	False	2	2	0	3.993	4.159	0	EUR
HG00380	False	False	2	1	0	2.924	2.925	0	EUR
NA12814	False	False	2	1	0	2.946	3.003	0	EUR
NA12749	False	False	2	2	0	3.949	4.159	0	EUR
NA12717	False	False	2	2	0	3.957	4.119	0	EUR
HG00382	False	False	2	2	0	3.942	3.772	0	EUR
NA12716	False	False	2	2	0	4.043	4.118	0	EUR
HG01521	False	False	2	1	1	3.837	3.081	0	EUR
HG00330	False	False	2	2	0	3.887	3.827	0	EUR
NA12249	False	False	2	1	1	3.912	2.977	0	EUR
HG00133	False	False	2	1	1	3.951	3.0	0	EUR
NA12156	False	False	2	2	0	3.938	3.967	0	EUR
HG00150	False	False	2	2	0	3.812	3.949	0	EUR
NA12750	False	False	2	2	0	3.82	3.918	0	EUR
HG00116	False	False	2	2	0	3.959	4.007	0	EUR
NA12760	False	False	2	0	1	3.048	2.036	0	EUR
HG00331	False	False	2	2	0	3.906	3.921	0	EUR
HG02232	False	False	2	2	0	3.98	4.014	0	EUR
HG00128	False	False	2	2	0	4.04	3.957	0	EUR
HG00329	False	False	2	3	0	4.994	4.927	0	EUR
NA12815	False	False	2	1	0	3.02	3.044	0	EUR
HG01524	False	False	2	1	0	2.818	2.987	0	EUR
HG00383	False	False	2	2	0	4.0	3.959	0	EUR
HG01522	False	False	3	1	0	3.889	3.836	0	EUR
HG00332	False	False	2	2	0	4.024	3.991	0	EUR
NA12878	False	False	2	2	0	4.007	3.769	0	EUR
NA12812	False	False	2	0	0	2.027	2.069	0	EUR
NA12751	False	False	3	1	0	4.061	4.002	0	EUR
NA12874	False	False	2	1	1	3.971	3.039	0	EUR
HG01525	False	False	2	1	0	2.97	3.065	0	EUR
NA20582	False	False	2	3	0	4.844	5.004	0	EUR
NA06989	False	False	2	2	0	3.926	3.973	0	EUR
NA20585	False	False	2	2	0	3.87	4.002	0	EUR
HG01528	False	False	2	1	1	3.953	2.952	0	EUR
NA11843	False	False	2	2	0	3.998	3.991	0	EUR
HG01530	False	False	2	2	0	3.884	3.824	0	EUR
NA07056	False	False	2	1	1	3.944	3.035	0	EUR
HG01527	False	False	2	1	0	2.935	2.847	0	EUR
NA06984	False	False	2	2	0	3.968	3.921	0	EUR
HG00326	False	False	2	1	0	2.854	2.915	0	EUR
HG01531	False	False	2	2	0	3.969	3.723	0	EUR
NA12872	False	False	2	2	0	3.951	4.082	0	EUR
HG01537	False	False	2	2	0	3.93	3.755	0	EUR
NA11930	False	False	2	2	0	3.977	4.07	0	EUR
HG00346	False	True	1	3	0	4.005	3.965	0	EUR
NA12272	False	False	2	1	0	2.982	3.04	0	EUR
NA20586	False	False	2	1	0	3.014	2.905	0	EUR
NA20581	False	False	2	1	0	2.917	2.88	0	EUR
NA11892	False	False	2	2	0	3.881	3.849	0	EUR
HG01602	False	False	2	2	0	3.912	3.795	0	EUR
NA12273	False	False	2	2	0	3.861	3.969	0	EUR
HG00351	False	False	2	1	1	3.958	2.943	0	EUR
NA20588	False	False	2	2	0	3.951	4.086	0	EUR
NA12275	False	False	2	2	0	3.898	3.83	0	EUR
HG01536	False	False	2	0	0	2.001	1.892	0	EUR
HG00353	False	False	2	2	0	3.969	4.139	0	EUR
HG00349	False	False	2	1	0	2.916	2.984	0	EUR
NA12873	False	False	2	1	1	3.847	2.888	0	EUR
NA20589	False	False	2	2	0	3.977	4.037	0	EUR
NA11893	False	False	2	0	1	2.967	1.86	0	EUR
HG01606	False	False	2	2	0	3.832	4.022	0	EUR
HG02223	False	False	2	1	0	2.932	2.904	0	EUR
NA12058	False	False	2	1	1	3.887	3.044	0	EUR
HG01603	False	False	2	1	0	2.878	2.996	0	EUR
HG00356	False	False	2	2	0	3.959	4.006	0	EUR
HG01605	False	False	2	2	0	3.931	3.839	0	EUR
NA12286	False	False	2	1	1	3.885	3.167	0	EUR
NA20587	False	False	2	1	0	2.943	2.842	0	EUR
NA12282	False	False	2	1	0	3.052	2.931	0	EUR
HG01697	False	False	2	0	1	2.995	1.963	0	EUR
HG00177	False	False	2	0	1	2.94	1.888	0	EUR
HG00357	False	False	2	1	0	2.992	2.807	0	EUR
NA07048	False	False	2	1	1	3.933	2.874	0	EUR
NA12413	False	False	2	2	0	3.89	3.989	0	EUR
HG01699	False	False	2	2	0	4.022	4.119	0	EUR
NA12348	False	False	2	1	0	2.956	3.005	0	EUR
HG00361	False	False	2	1	0	3.057	2.973	0	EUR
HG01613	False	False	2	1	1	3.967	2.921	0	EUR
HG02231	False	False	3	2	0	4.809	4.873	0	EUR
NA12340	False	False	2	1	0	2.934	3.008	0	EUR
NA12383	False	True	1	2	0	2.939	2.909	0	EUR
HG02224	False	False	2	1	1	4.084	2.996	0	EUR
NA12347	False	False	2	1	0	2.967	2.925	0	EUR
HG00366	False	False	2	1	0	3.032	3.044	0	EUR
HG00181	False	False	2	2	0	3.986	4.018	0	EUR
HG00365	False	False	2	2	0	3.855	4.076	0	EUR
HG00362	False	False	2	1	0	2.95	2.852	0	EUR
NA20508	False	False	2	2	0	3.954	4.057	0	EUR
NA11933	False	False	2	2	0	4.008	3.954	0	EUR
NA20513	False	False	2	2	0	3.914	3.997	0	EUR
HG00364	False	False	2	2	0	3.922	3.899	0	EUR
HG00179	False	False	3	2	0	4.775	5.168	0	EUR
NA12283	False	False	2	1	0	2.924	3.001	0	EUR
NA12341	False	False	2	2	0	3.976	4.09	0	EUR
HG03681	False	False	2	1	0	2.899	2.717	0	SAS
HG02690	False	False	2	1	0	2.921	3.032	0	SAS
HG04186	False	False	2	1	0	2.981	3.028	0	SAS
HG03006	False	False	2	1	0	2.975	2.934	0	SAS
HG03910	False	False	4	0	0	3.901	3.772	0	SAS
HG03653	False	False	2	1	0	3.001	2.921	0	SAS
HG03944	False	False	2	2	0	3.97	3.911	0	SAS
NA20867	False	False	2	2	0	3.921	4.125	0	SAS
HG03686	False	False	2	1	0	3.033	3.031	0	SAS
HG03649	False	False	3	1	0	3.972	3.907	0	SAS
HG03645	False	False	2	2	0	3.945	3.873	0	SAS
HG03850	False	False	3	2	0	4.937	5.111	0	SAS
HG02684	False	False	2	1	0	3.016	3.084	0	SAS
HG03789	False	False	2	1	None	3.457	2.924	0	SAS
NA20863	False	False	2	2	0	3.986	3.856	0	SAS
HG03640	False	False	2	2	0	3.983	4.004	0	SAS
HG03894	False	False	2	2	0	3.967	4.183	0	SAS
NA20906	False	False	2	2	0	3.97	4.108	0	SAS
HG03800	False	False	2	2	0	3.789	3.845	0	SAS
HG03788	False	False	2	2	0	3.991	3.812	0	SAS
HG03999	False	False	2	2	0	3.851	4.228	0	SAS
HG02687	False	False	2	1	0	2.938	2.85	0	SAS
HG03705	False	False	3	1	0	3.991	3.985	0	SAS
HG03765	False	False	2	1	0	2.95	2.964	0	SAS
HG03685	False	False	2	2	0	3.95	4.106	0	SAS
HG02737	False	False	2	2	0	3.848	4.056	0	SAS
HG03814	False	False	2	1	0	2.846	2.873	0	SAS
HG03864	False	False	3	0	0	3.051	3.007	0	SAS
HG03706	False	False	2	2	0	4.068	3.924	0	SAS
HG03824	False	False	2	1	0	2.938	2.938	0	SAS
HG04159	False	False	2	2	0	3.974	4.005	0	SAS
HG03636	False	False	2	1	0	2.91	2.953	0	SAS
HG03773	False	False	2	2	0	3.896	3.895	0	SAS
HG02685	False	False	2	2	0	3.934	3.824	0	SAS
HG03762	False	False	2	2	0	3.968	4.005	0	SAS
HG03694	False	False	2	1	0	2.967	2.895	0	SAS
HG02597	False	False	2	2	0	3.872	3.93	0	SAS
HG02778	False	False	3	1	0	3.985	4.098	0	SAS
HG03652	False	False	2	2	0	4.077	4.134	0	SAS
HG03021	False	False	2	1	0	2.916	2.872	0	SAS
NA21141	False	False	2	2	0	3.971	4.153	0	SAS
HG03919	False	False	3	1	0	3.964	4.043	0	SAS
HG02697	False	False	4	1	0	4.925	4.734	0	SAS
NA20846	False	False	2	2	0	3.867	3.779	0	SAS
HG03736	False	False	2	2	0	3.902	4.01	0	SAS
HG03902	False	False	2	1	0	3.019	2.923	0	SAS
HG03745	False	False	3	1	0	3.996	3.951	0	SAS
HG03971	False	False	2	2	0	3.906	4.033	0	SAS
HG03695	False	False	4	0	0	3.999	4.232	0	SAS
HG03802	False	False	2	2	0	3.919	4.165	0	SAS
HG03978	False	False	2	2	0	3.943	4.021	0	SAS
NA20864	False	False	2	2	0	3.918	4.19	0	SAS
HG03826	False	False	3	1	0	3.962	4.145	0	SAS
HG02691	False	False	2	2	0	4.004	3.882	0	SAS
HG03862	False	False	2	2	0	3.979	3.978	0	SAS
HG03690	False	False	3	2	0	4.999	4.823	0	SAS
NA20868	False	False	2	1	1	3.919	3.048	0	SAS
HG02696	False	False	4	1	0	4.927	5.005	0	SAS
HG03869	False	False	3	1	0	3.93	3.971	0	SAS
HG03738	False	False	2	1	0	3.02	2.918	0	SAS
HG03866	False	False	2	0	0	1.955	1.845	0	SAS
NA21095	False	False	2	2	0	3.925	4.144	0	SAS
HG03830	False	False	2	2	0	3.91	3.928	0	SAS
HG03774	False	False	3	1	0	3.877	3.999	0	SAS
HG02688	False	False	2	2	0	3.941	3.885	0	SAS
HG03711	False	False	2	0	0	2.088	1.957	0	SAS
NA20845	False	True	1	2	0	3.028	2.967	0	SAS
HG04056	False	False	2	2	0	3.998	4.136	0	SAS
HG02733	False	False	2	1	0	2.945	3.013	0	SAS
HG02734	False	False	2	2	0	3.885	3.77	0	SAS
HG03689	False	False	2	1	0	3.039	3.063	0	SAS
HG03815	False	False	2	1	0	2.994	3.093	0	SAS
HG01593	False	False	2	2	0	3.831	4.086	0	SAS
NA20847	False	False	2	1	0	2.939	3.034	0	SAS
NA21129	False	False	3	1	0	3.98	4.012	0	SAS
HG03625	False	False	2	4	0	5.955	5.883	0	SAS
HG03974	False	False	2	1	0	2.997	3.105	0	SAS
NA21126	False	False	2	1	0	2.957	2.99	0	SAS
HG03829	False	False	2	1	0	3.117	2.895	0	SAS
HG03882	False	False	2	1	0	2.983	2.885	0	SAS
HG03691	False	False	2	0	0	2.001	1.943	0	SAS
HG03823	False	False	2	2	0	4.071	4.0	0	SAS
HG03897	False	False	2	2	0	3.88	3.967	0	SAS
NA21114	False	False	2	2	0	3.925	3.942	0	SAS
HG03696	False	False	2	2	0	3.927	4.099	0	SAS
HG04094	False	False	3	1	0	3.99	4.263	0	SAS
NA20852	False	False	2	1	0	2.9	3.06	0	SAS
HG03697	False	False	2	2	0	4.027	4.254	0	SAS
HG03969	False	False	3	0	0	3.01	2.973	0	SAS
HG03874	False	False	2	0	0	1.973	1.954	0	SAS
HG03914	False	False	2	1	0	2.987	3.017	0	SAS
HG03698	False	False	2	0	0	1.993	2.001	0	SAS
HG03913	False	False	2	1	0	2.989	3.006	0	SAS
HG04002	False	False	2	2	0	3.888	4.108	0	SAS
NA20851	False	False	2	2	0	3.849	3.998	0	SAS
NA21110	False	False	2	2	0	3.933	4.024	0	SAS
HG03744	False	False	2	0	0	1.902	2.011	0	SAS
HG03832	False	False	2	2	0	3.958	4.082	0	SAS
HG03976	False	False	2	2	0	3.887	4.163	0	SAS
HG03977	False	False	2	1	0	2.925	3.094	0	SAS
HG04023	False	False	2	2	0	4.038	3.953	0	SAS
HG03752	False	False	2	2	0	3.941	3.891	0	SAS
HG04001	False	False	3	1	0	4.025	3.941	0	SAS
HG03973	False	False	2	2	0	3.897	4.256	0	SAS
HG03870	False	False	2	1	0	2.905	3.098	0	SAS
NA21087	False	False	2	2	0	3.896	3.791	0	SAS
HG03729	False	False	2	2	0	3.814	4.015	0	SAS
NA20849	False	False	2	2	0	3.909	3.984	0	SAS
HG03833	False	False	2	2	0	3.973	4.158	0	SAS
HG03733	False	False	2	2	0	3.858	3.956	0	SAS
HG03779	False	False	2	2	0	4.043	3.846	0	SAS
NA21124	False	False	3	1	0	3.909	4.168	0	SAS
HG03718	False	False	2	2	0	3.972	4.014	0	SAS
NA20854	False	False	2	1	0	2.992	3.006	0	SAS
HG04062	False	False	2	1	0	3.047	2.813	0	SAS
HG04099	False	False	2	2	0	3.923	4.04	0	SAS
HG03863	False	False	2	2	0	3.934	4.05	0	SAS
NA21098	False	False	2	1	0	3.031	2.879	0	SAS
HG03727	False	False	2	1	0	2.887	3.116	0	SAS
HG04059	False	False	2	1	0	3.047	3.083	0	SAS
HG03780	False	False	3	0	0	3.057	2.961	0	SAS
HG04076	False	False	2	2	0	3.843	4.031	0	SAS
HG04018	False	False	2	1	0	2.988	3.039	0	SAS
HG04042	False	False	2	2	0	3.936	3.966	0	SAS
HG03784	False	False	2	2	0	3.884	4.054	0	SAS
HG04239	False	False	2	2	0	3.844	3.89	0	SAS
HG03940	False	False	2	0	1	2.991	1.855	0	SAS
HG03872	False	False	2	2	0	3.793	3.858	0	SAS
HG04026	False	False	2	1	0	2.937	2.935	0	SAS
HG03941	False	False	3	1	0	4.128	4.126	0	SAS
NA20853	False	False	3	1	0	3.949	4.086	1	SAS
HG04096	False	False	3	1	0	3.864	4.156	0	SAS
HG03672	False	False	2	2	0	3.884	4.133	0	SAS
HG04017	False	False	2	2	0	3.908	3.712	0	SAS
NA21093	False	False	3	1	0	3.941	3.876	0	SAS
NA20856	False	False	2	2	0	3.894	4.142	0	SAS
HG04090	False	False	2	2	0	4.035	3.976	0	SAS
HG03782	False	False	2	2	0	3.971	4.222	0	SAS
HG04238	False	False	2	2	0	3.934	3.878	0	SAS
HG03644	False	False	2	1	0	3.018	2.92	0	SAS
NA20858	False	False	2	1	0	2.929	3.004	0	SAS
HG03785	False	False	2	2	0	3.987	3.901	0	SAS
HG04054	False	False	2	2	0	3.969	3.982	0	SAS
HG03792	False	False	2	2	0	4.061	3.914	0	SAS
HG04098	False	False	2	2	0	3.977	3.994	0	SAS
HG04061	False	False	2	2	0	3.957	3.776	0	SAS
HG03777	False	False	2	2	0	3.953	4.133	0	SAS
HG03742	False	False	2	1	0	2.943	2.952	0	SAS
HG04209	False	False	2	3	0	4.876	4.942	0	SAS
NA20905	False	False	2	2	None	4.528	3.931	0	SAS
HG03960	False	False	2	2	0	3.946	4.024	0	SAS
NA21097	False	False	2	2	0	3.953	4.099	0	SAS
HG04080	False	False	2	2	0	3.986	4.062	0	SAS
HG03873	False	False	4	0	0	4.035	3.996	0	SAS
HG04155	False	False	3	0	0	2.951	2.951	0	SAS
NA20861	False	False	2	2	0	3.873	3.961	0	SAS
HG04015	False	False	3	0	0	2.883	2.966	0	SAS
HG03643	False	False	2	1	0	3.188	3.102	0	SAS
HG04214	False	False	2	1	0	2.867	2.986	0	SAS
HG04060	False	False	2	2	0	4.011	4.069	0	SAS
NA20862	False	False	3	0	0	2.961	2.866	1	SAS
HG03861	False	False	2	2	0	3.848	3.867	0	SAS
HG04216	False	False	3	0	1	3.969	2.802	0	SAS
HG03790	False	False	2	1	0	2.887	3.029	0	SAS
HG03679	False	False	2	2	0	3.955	3.905	0	SAS
HG03767	False	False	2	2	0	3.942	3.972	0	SAS
HG03867	False	False	2	2	0	3.864	3.928	0	SAS
HG04156	False	False	2	2	0	4.059	3.968	0	SAS
HG04219	False	False	2	2	0	3.903	3.971	0	SAS
HG03778	False	False	2	1	0	3.064	3.045	0	SAS
HG03720	False	False	2	2	0	3.969	4.062	0	SAS
NA20859	False	False	2	2	0	3.862	3.975	0	SAS
HG04063	False	False	2	2	0	3.907	4.118	0	SAS
HG04222	False	False	2	2	0	3.796	3.94	0	SAS
NA21100	False	False	2	2	0	3.968	4.111	0	SAS
NA20872	False	False	2	2	0	3.936	3.751	0	SAS
HG04202	False	False	2	2	0	3.938	3.9	0	SAS
HG04022	False	False	2	2	0	3.998	4.031	0	SAS
HG04211	False	False	2	2	0	3.969	3.909	0	SAS
NA21099	False	False	3	1	0	3.965	3.938	0	SAS
HG04118	False	False	2	1	0	2.923	2.906	0	SAS
NA20866	False	False	2	2	0	3.918	3.958	0	SAS
HG03642	False	False	3	1	0	4.007	4.026	0	SAS
HG03968	False	False	2	1	0	2.994	2.93	0	SAS
HG03871	False	False	3	1	0	4.025	4.054	0	SAS
NA21103	False	False	2	2	0	3.998	3.962	0	SAS
HG04093	False	False	2	2	0	3.863	4.138	0	SAS
NA20870	False	False	2	1	0	2.994	3.059	0	SAS
HG03631	False	False	2	1	0	3.008	2.969	0	SAS
HG04235	False	False	2	2	0	3.897	3.896	0	SAS
HG04019	False	False	2	2	0	3.989	3.941	0	SAS
HG02731	False	False	2	2	0	3.907	4.047	0	SAS
HG04020	False	False	2	1	0	2.997	2.964	0	SAS
HG02694	False	False	3	1	0	4.021	4.068	0	SAS
HG03673	False	False	3	1	0	3.968	3.909	0	SAS
HG03967	False	False	2	2	0	4.006	4.123	0	SAS
HG04014	False	False	2	0	0	1.975	2.018	0	SAS
HG03684	False	False	2	2	0	4.01	4.243	0	SAS
HG01589	False	False	2	2	0	3.896	4.023	0	SAS
HG03019	False	False	2	1	0	2.9	3.088	0	SAS
NA21107	False	False	2	2	0	4.027	4.109	0	SAS
HG03875	False	False	2	2	0	3.898	3.924	0	SAS
HG04025	False	False	2	0	0	1.987	2.108	0	SAS
HG04206	False	False	3	1	0	3.94	4.029	0	SAS
HG04185	False	False	2	1	0	2.991	3.089	0	SAS
NA20869	False	False	2	2	0	3.985	3.947	0	SAS
HG01583	False	False	2	2	0	3.857	3.992	0	SAS
HG03629	False	False	2	1	0	3.004	2.908	0	SAS
HG04200	False	False	2	1	0	2.984	2.947	0	SAS
HG03963	False	False	2	2	0	4.029	4.095	0	SAS
HG03018	False	False	2	1	0	3.029	2.885	0	SAS
NA20874	False	False	2	1	0	2.982	2.886	0	SAS
NA21101	False	False	2	2	0	3.947	3.936	0	SAS
HG03868	False	False	2	3	0	4.9	4.968	0	SAS
HG03886	False	False	4	1	0	4.895	4.974	1	SAS
HG01586	False	False	3	2	0	5.029	4.889	0	SAS
NA20850	False	False	2	2	0	3.89	3.973	0	SAS
HG03965	False	False	2	3	0	4.867	5.059	0	SAS
HG03920	False	False	2	2	0	3.858	3.96	0	SAS
NA20877	False	False	2	1	0	3.03	3.101	0	SAS
HG04070	False	False	2	2	0	3.997	3.808	0	SAS
HG04198	False	False	2	2	0	3.935	4.031	0	SAS
HG02780	False	False	2	1	0	2.936	2.958	0	SAS
HG03022	False	False	2	2	0	3.941	3.882	0	SAS
NA20881	False	False	3	2	0	4.848	4.66	0	SAS
HG03692	False	False	2	2	0	3.963	4.099	0	SAS
NA20876	False	False	3	1	0	3.863	3.881	1	SAS
HG03663	False	False	2	1	0	2.908	2.995	0	SAS
NA21104	False	False	2	1	0	2.982	3.09	0	SAS
HG04225	False	False	2	1	0	2.969	3.158	0	SAS
HG03740	False	True	1	3	0	3.972	4.133	0	SAS
NA21111	False	False	2	2	0	3.949	4.125	0	SAS
HG04134	False	False	2	2	0	4.044	3.873	0	SAS
HG04212	False	False	2	2	0	3.978	3.996	0	SAS
NA21105	False	False	2	2	0	3.95	4.006	0	SAS
HG04131	False	False	3	1	0	4.017	4.096	0	SAS
NA20884	False	False	2	2	0	3.969	4.28	0	SAS
HG04158	False	False	2	2	0	3.843	4.088	0	SAS
HG03757	False	False	3	1	0	3.938	4.047	0	SAS
HG04173	False	False	2	2	0	3.952	4.178	0	SAS
NA21108	False	False	2	2	0	3.975	4.102	0	SAS
HG04140	False	False	2	2	0	3.905	4.042	0	SAS
HG02600	False	False	2	1	0	3.009	2.907	0	SAS
HG03693	False	False	2	2	0	3.936	3.907	0	SAS
HG03821	False	False	2	1	0	2.98	3.216	0	SAS
HG03884	False	False	2	2	0	4.014	3.935	0	SAS
HG04161	False	False	2	2	0	4.005	3.939	0	SAS
NA20878	False	False	2	2	0	3.937	3.873	0	SAS
HG03660	False	False	3	0	1	3.985	2.875	0	SAS
HG03951	False	False	2	2	0	4.022	4.188	0	SAS
HG04176	False	False	2	2	0	3.965	4.032	0	SAS
NA21117	False	False	2	2	0	3.956	3.931	0	SAS
HG02491	False	False	2	1	0	2.902	2.897	0	SAS
HG03743	False	False	2	1	0	2.959	2.761	0	SAS
NA21113	False	False	2	1	1	3.916	2.987	0	SAS
HG04182	False	False	2	1	0	3.053	2.819	0	SAS
HG04194	False	False	2	1	0	3.101	3.061	0	SAS
HG02601	False	False	2	1	0	2.962	3.121	0	SAS
HG03885	False	False	3	1	0	4.08	3.751	0	SAS
NA20875	False	False	2	1	1	3.932	2.863	0	SAS
NA21109	False	False	2	2	0	3.889	3.893	0	SAS
HG04188	False	False	2	1	0	2.979	3.017	0	SAS
NA20885	False	False	2	2	0	3.958	3.886	0	SAS
HG02604	False	False	2	2	0	3.888	3.86	0	SAS
NA21102	False	False	2	3	0	5.056	5.096	0	SAS
HG03604	False	False	2	2	0	3.948	4.017	0	SAS
HG03746	False	False	2	1	0	2.982	3.012	0	SAS
HG02490	False	False	2	0	0	1.99	2.068	0	SAS
HG03857	False	False	2	2	0	3.997	4.186	0	SAS
HG03922	False	False	2	3	0	4.908	5.018	0	SAS
HG02603	False	False	2	2	0	3.981	4.065	0	SAS
HG03600	False	False	2	1	0	3.013	3.343	0	SAS
HG04229	False	False	2	2	0	4.094	4.106	0	SAS
NA21112	False	False	3	1	0	3.972	4.051	0	SAS
HG03741	False	False	2	1	0	2.981	3.071	0	SAS
NA20888	False	False	2	2	0	3.999	3.963	0	SAS
HG04177	False	False	2	2	0	3.986	3.773	0	SAS
HG03888	False	False	3	2	0	4.776	4.955	0	SAS
HG04189	False	False	2	1	0	2.986	3.136	0	SAS
NA21116	False	False	2	1	0	2.913	2.963	0	SAS
HG04195	False	False	2	1	0	2.946	2.998	0	SAS
HG02783	False	False	2	2	0	3.914	4.047	0	SAS
HG03750	False	False	2	2	0	3.97	3.972	0	SAS
HG02655	False	False	2	2	0	3.918	4.112	0	SAS
HG04180	False	False	2	2	0	3.931	4.006	0	SAS
HG03854	False	False	2	2	0	3.969	3.796	0	SAS
HG02789	False	False	2	1	0	3.033	3.009	0	SAS
NA20887	False	False	3	1	0	3.937	3.87	0	SAS
HG03844	False	False	2	2	0	3.898	3.977	0	SAS
HG02654	False	False	2	2	0	3.882	3.772	0	SAS
HG04162	False	False	3	0	0	2.963	2.941	0	SAS
NA21118	False	False	2	2	0	3.928	3.78	0	SAS
HG02724	False	False	2	2	0	4.036	4.09	0	SAS
HG02658	False	False	2	2	0	3.871	4.086	0	SAS
HG03899	False	False	2	2	0	3.92	3.898	0	SAS
HG04152	False	False	2	1	0	3.009	3.298	0	SAS
HG02657	False	False	2	2	0	3.973	4.037	0	SAS
HG04144	False	False	3	1	0	3.958	4.215	0	SAS
NA20886	False	False	2	2	0	3.903	4.183	0	SAS
NA20882	False	False	2	1	0	2.975	3.019	0	SAS
HG02784	False	False	3	1	0	3.97	4.087	0	SAS
HG03754	False	False	2	2	0	3.968	3.783	0	SAS
NA21119	False	False	2	1	0	3.028	2.972	0	SAS
HG04038	False	False	2	2	0	3.982	3.965	0	SAS
NA20891	False	False	2	2	0	3.843	3.975	0	SAS
HG03756	False	False	2	2	0	3.918	3.957	0	SAS
NA20890	False	False	2	2	0	4.032	4.0	0	SAS
HG04141	False	False	3	1	0	4.02	4.027	0	SAS
HG03955	False	False	2	2	0	3.931	3.881	0	SAS
NA20894	False	False	3	1	0	3.948	3.908	0	SAS
NA21115	False	False	2	2	0	4.023	3.866	0	SAS
HG02660	False	False	2	1	0	2.874	2.928	0	SAS
HG02727	False	False	2	2	0	3.863	4.068	0	SAS
HG04171	False	False	3	1	0	3.981	3.902	0	SAS
HG04227	False	False	2	1	0	3.029	3.019	0	SAS
NA20889	False	False	2	1	1	3.911	2.93	0	SAS
HG02725	False	False	3	1	0	4.059	3.852	0	SAS
NA20892	False	False	2	2	0	3.917	4.127	0	SAS
HG03945	False	False	2	1	0	2.988	2.85	0	SAS
NA21122	False	False	2	1	0	2.978	2.919	0	SAS
HG03917	False	False	3	1	0	3.939	3.944	0	SAS
HG04100	False	False	2	2	0	4.031	4.016	0	SAS
HG03753	False	False	2	0	0	1.983	2.058	0	SAS
HG03234	False	False	2	2	0	4.023	4.038	0	SAS
HG04183	False	False	2	2	0	3.914	4.183	0	SAS
NA21123	False	False	2	2	0	4.012	4.085	0	SAS
NA20895	False	False	2	2	0	3.981	4.173	0	SAS
HG04075	False	False	2	2	0	4.024	4.065	0	SAS
HG03950	False	False	3	1	0	3.98	4.051	0	SAS
HG02790	False	False	2	2	0	3.895	3.946	0	SAS
HG03838	False	False	2	2	0	3.874	3.951	0	SAS
HG03989	False	False	3	1	0	3.962	4.08	0	SAS
HG03488	False	False	2	2	0	4.025	4.065	0	SAS
HG03995	False	False	2	2	0	3.998	4.165	0	SAS
HG04210	False	False	2	2	0	4.155	4.064	0	SAS
HG03849	False	False	2	2	0	3.972	3.93	0	SAS
HG04107	False	False	2	1	0	2.97	2.895	0	SAS
HG04164	False	False	2	1	0	3.05	3.199	0	SAS
HG03998	False	False	4	0	0	4.042	3.922	0	SAS
HG03943	False	False	3	1	0	3.988	4.03	0	SAS
HG03856	False	False	2	2	0	4.05	3.9	0	SAS
HG03985	False	False	2	2	0	3.875	3.816	0	SAS
HG02786	False	False	3	1	0	3.871	3.977	0	SAS
NA20908	False	False	3	1	0	3.881	3.937	0	SAS
HG03760	False	False	3	2	0	4.93	5.223	0	SAS
HG03634	False	False	2	2	0	3.887	3.798	0	SAS
HG02787	False	False	2	1	1	3.997	3.081	0	SAS
HG04153	False	False	2	2	0	3.935	4.002	0	SAS
HG03896	False	False	2	0	0	1.991	1.909	0	SAS
HG04006	False	False	2	2	0	3.975	3.82	0	SAS
HG03953	False	True	1	2	0	3.094	3.07	0	SAS
NA20911	False	False	2	2	0	3.924	4.032	0	SAS
NA21125	False	False	2	2	0	4.057	4.002	0	SAS
HG03235	False	False	3	1	0	3.86	4.081	0	SAS
HG03836	False	False	3	1	0	3.876	3.932	0	SAS
HG02728	False	False	3	1	0	3.926	4.06	0	SAS
NA21137	False	False	2	2	0	4.087	3.943	0	SAS
HG03846	False	False	2	2	0	3.917	4.141	0	SAS
NA20897	False	False	2	2	0	3.97	4.148	0	SAS
HG03603	False	False	3	2	0	4.914	5.044	0	SAS
NA21106	False	False	2	2	0	3.876	3.914	0	SAS
HG03848	False	False	2	1	0	3.028	2.872	0	SAS
HG03491	False	False	2	2	0	3.89	4.015	0	SAS
NA21130	False	False	2	1	1	3.995	2.916	0	SAS
HG04035	False	False	2	2	0	4.0	4.042	0	SAS
HG03490	False	False	2	1	0	3.003	3.126	0	SAS
NA21120	False	False	2	2	0	4.028	4.067	0	SAS
HG03895	False	False	2	2	0	3.929	4.072	0	SAS
HG03990	False	False	2	2	0	4.028	3.893	0	SAS
HG03619	False	False	2	2	0	3.926	4.073	0	SAS
HG03837	False	False	2	2	0	3.955	3.977	0	SAS
